rel_frame_id,query,top1,top5,top10,top15,ground_truth
video7828,a man gives a lecture with a microphone in front of a laptop with a red glow behind him,"[[7828, 1.3703755140304565]]","[[7828, 1.3703755140304565], [9203, 1.3965320587158203], [7491, 1.4202388525009155], [7418, 1.4341968297958374], [7369, 1.439618468284607]]","[[7828, 1.3703755140304565], [9203, 1.3965320587158203], [7491, 1.4202388525009155], [7418, 1.4341968297958374], [7369, 1.439618468284607], [8830, 1.4519898891448975], [8328, 1.4546900987625122], [8331, 1.4556679725646973], [9117, 1.4632419347763062], [9474, 1.4665684700012207]]","[[7828, 1.3703755140304565], [9203, 1.3965320587158203], [7491, 1.4202388525009155], [7418, 1.4341968297958374], [7369, 1.439618468284607], [8830, 1.4519898891448975], [8328, 1.4546900987625122], [8331, 1.4556679725646973], [9117, 1.4632419347763062], [9474, 1.4665684700012207], [7946, 1.4703539609909058], [9885, 1.4710030555725098], [7375, 1.4775526523590088], [7575, 1.4775692224502563], [9825, 1.4793579578399658]]",7828
video9805,characters from video games are dancing to old mc donald had a farm,"[[9805, 1.328789472579956]]","[[9805, 1.328789472579956], [9776, 1.3909639120101929], [9031, 1.3924585580825806], [7141, 1.3977303504943848], [7232, 1.3993699550628662]]","[[9805, 1.328789472579956], [9776, 1.3909639120101929], [9031, 1.3924585580825806], [7141, 1.3977303504943848], [7232, 1.3993699550628662], [8016, 1.417091727256775], [9224, 1.4174646139144897], [9577, 1.426631212234497], [8327, 1.4283089637756348], [8044, 1.4315201044082642]]","[[9805, 1.328789472579956], [9776, 1.3909639120101929], [9031, 1.3924585580825806], [7141, 1.3977303504943848], [7232, 1.3993699550628662], [8016, 1.417091727256775], [9224, 1.4174646139144897], [9577, 1.426631212234497], [8327, 1.4283089637756348], [8044, 1.4315201044082642], [9231, 1.4340527057647705], [9832, 1.4348077774047852], [9014, 1.4350590705871582], [9839, 1.435184359550476], [8899, 1.4394266605377197]]",9805
video8815,a man walking into a room with two kids with red helmets,"[[8815, 1.2774778604507446]]","[[8815, 1.2774778604507446], [9404, 1.3875868320465088], [9236, 1.3938727378845215], [7593, 1.3991661071777344], [7232, 1.4062461853027344]]","[[8815, 1.2774778604507446], [9404, 1.3875868320465088], [9236, 1.3938727378845215], [7593, 1.3991661071777344], [7232, 1.4062461853027344], [8318, 1.4092142581939697], [9036, 1.4107272624969482], [7230, 1.4140079021453857], [9815, 1.421147346496582], [9833, 1.4211986064910889]]","[[8815, 1.2774778604507446], [9404, 1.3875868320465088], [9236, 1.3938727378845215], [7593, 1.3991661071777344], [7232, 1.4062461853027344], [8318, 1.4092142581939697], [9036, 1.4107272624969482], [7230, 1.4140079021453857], [9815, 1.421147346496582], [9833, 1.4211986064910889], [9744, 1.4224039316177368], [8268, 1.425745964050293], [7741, 1.4265480041503906], [8346, 1.4273124933242798], [8128, 1.4274884462356567]]",8815
video9030,animated pirates sing on a ship,"[[9030, 1.32283353805542]]","[[9030, 1.32283353805542], [8781, 1.4112440347671509], [7218, 1.413844347000122], [7962, 1.415833830833435], [8794, 1.4186701774597168]]","[[9030, 1.32283353805542], [8781, 1.4112440347671509], [7218, 1.413844347000122], [7962, 1.415833830833435], [8794, 1.4186701774597168], [7732, 1.4271457195281982], [9772, 1.4329643249511719], [9838, 1.4347351789474487], [9253, 1.4422755241394043], [7368, 1.4462404251098633]]","[[9030, 1.32283353805542], [8781, 1.4112440347671509], [7218, 1.413844347000122], [7962, 1.415833830833435], [8794, 1.4186701774597168], [7732, 1.4271457195281982], [9772, 1.4329643249511719], [9838, 1.4347351789474487], [9253, 1.4422755241394043], [7368, 1.4462404251098633], [7352, 1.4463996887207031], [7747, 1.4544192552566528], [7164, 1.456863522529602], [7141, 1.457071304321289], [8903, 1.4586900472640991]]",9030
video7822,many ladies and men are walking upstairs inside of a caged fence,"[[7822, 1.4058467149734497]]","[[7822, 1.4058467149734497], [8441, 1.4451478719711304], [7116, 1.4634406566619873], [9326, 1.4765030145645142], [8022, 1.484807014465332]]","[[7822, 1.4058467149734497], [8441, 1.4451478719711304], [7116, 1.4634406566619873], [9326, 1.4765030145645142], [8022, 1.484807014465332], [8442, 1.4891263246536255], [8906, 1.4935023784637451], [7466, 1.4947479963302612], [9323, 1.4951534271240234], [9404, 1.5001989603042603]]","[[7822, 1.4058467149734497], [8441, 1.4451478719711304], [7116, 1.4634406566619873], [9326, 1.4765030145645142], [8022, 1.484807014465332], [8442, 1.4891263246536255], [8906, 1.4935023784637451], [7466, 1.4947479963302612], [9323, 1.4951534271240234], [9404, 1.5001989603042603], [9230, 1.501061201095581], [7732, 1.5017483234405518], [7174, 1.501881718635559], [7632, 1.5019242763519287], [8945, 1.5026137828826904]]",7822
video8514,a person is putting the vegetable in to the water and boil it,"[[8514, 1.3275465965270996]]","[[8514, 1.3275465965270996], [9625, 1.3613979816436768], [9335, 1.364518404006958], [9639, 1.3754700422286987], [8300, 1.385040283203125]]","[[8514, 1.3275465965270996], [9625, 1.3613979816436768], [9335, 1.364518404006958], [9639, 1.3754700422286987], [8300, 1.385040283203125], [9693, 1.3914488554000854], [7213, 1.3923559188842773], [7554, 1.3932116031646729], [7911, 1.3934228420257568], [7154, 1.3939614295959473]]","[[8514, 1.3275465965270996], [9625, 1.3613979816436768], [9335, 1.364518404006958], [9639, 1.3754700422286987], [8300, 1.385040283203125], [9693, 1.3914488554000854], [7213, 1.3923559188842773], [7554, 1.3932116031646729], [7911, 1.3934228420257568], [7154, 1.3939614295959473], [7376, 1.3952497243881226], [8247, 1.4008150100708008], [8751, 1.4016863107681274], [7845, 1.4026422500610352], [7565, 1.4035511016845703]]",8514
video9688,a person looks at a celebrity on the computer,"[[7916, 1.3826756477355957]]","[[7916, 1.3826756477355957], [8472, 1.3880873918533325], [9688, 1.397965431213379], [9885, 1.4063414335250854], [8811, 1.411088228225708]]","[[7916, 1.3826756477355957], [8472, 1.3880873918533325], [9688, 1.397965431213379], [9885, 1.4063414335250854], [8811, 1.411088228225708], [9350, 1.4162299633026123], [7685, 1.4205390214920044], [8011, 1.4271514415740967], [8318, 1.4292702674865723], [7418, 1.435414433479309]]","[[7916, 1.3826756477355957], [8472, 1.3880873918533325], [9688, 1.397965431213379], [9885, 1.4063414335250854], [8811, 1.411088228225708], [9350, 1.4162299633026123], [7685, 1.4205390214920044], [8011, 1.4271514415740967], [8318, 1.4292702674865723], [7418, 1.435414433479309], [9517, 1.4387284517288208], [8831, 1.4402589797973633], [7171, 1.440585970878601], [9329, 1.4433811902999878], [9026, 1.4441615343093872]]",9688
video7028,a guy is talking over loud music at the end of a youtube video,"[[8909, 1.362878680229187]]","[[8909, 1.362878680229187], [9350, 1.3906089067459106], [7969, 1.399677038192749], [7685, 1.4013540744781494], [8945, 1.406455397605896]]","[[8909, 1.362878680229187], [9350, 1.3906089067459106], [7969, 1.399677038192749], [7685, 1.4013540744781494], [8945, 1.406455397605896], [8346, 1.4149169921875], [7176, 1.4182876348495483], [7593, 1.418583631515503], [9517, 1.4195706844329834], [9404, 1.4214712381362915]]","[[8909, 1.362878680229187], [9350, 1.3906089067459106], [7969, 1.399677038192749], [7685, 1.4013540744781494], [8945, 1.406455397605896], [8346, 1.4149169921875], [7176, 1.4182876348495483], [7593, 1.418583631515503], [9517, 1.4195706844329834], [9404, 1.4214712381362915], [8796, 1.422144889831543], [9026, 1.4232947826385498], [9474, 1.4232971668243408], [7412, 1.4238636493682861], [8673, 1.4253809452056885]]",7028
video9403,i see a prince trying to get a girl and i see peter pan play around,"[[7467, 1.4385806322097778]]","[[7467, 1.4385806322097778], [8110, 1.4398539066314697], [7830, 1.4419069290161133], [8794, 1.4574060440063477], [9403, 1.4636707305908203]]","[[7467, 1.4385806322097778], [8110, 1.4398539066314697], [7830, 1.4419069290161133], [8794, 1.4574060440063477], [9403, 1.4636707305908203], [9685, 1.4757922887802124], [9206, 1.4769248962402344], [7964, 1.4775053262710571], [8790, 1.478384256362915], [7583, 1.4791114330291748]]","[[7467, 1.4385806322097778], [8110, 1.4398539066314697], [7830, 1.4419069290161133], [8794, 1.4574060440063477], [9403, 1.4636707305908203], [9685, 1.4757922887802124], [9206, 1.4769248962402344], [7964, 1.4775053262710571], [8790, 1.478384256362915], [7583, 1.4791114330291748], [9957, 1.4816527366638184], [8781, 1.4817988872528076], [7355, 1.481830358505249], [7586, 1.482356309890747], [7359, 1.4833295345306396]]",9403
video7610,the olympics wight lifting photo is illustrated to explain gravitational force,"[[7610, 1.3046026229858398]]","[[7610, 1.3046026229858398], [9302, 1.395562767982483], [8936, 1.4094293117523193], [9236, 1.4172406196594238], [8660, 1.430117130279541]]","[[7610, 1.3046026229858398], [9302, 1.395562767982483], [8936, 1.4094293117523193], [9236, 1.4172406196594238], [8660, 1.430117130279541], [8457, 1.4339118003845215], [7599, 1.4366602897644043], [8079, 1.440720558166504], [8267, 1.44277024269104], [8264, 1.4445003271102905]]","[[7610, 1.3046026229858398], [9302, 1.395562767982483], [8936, 1.4094293117523193], [9236, 1.4172406196594238], [8660, 1.430117130279541], [8457, 1.4339118003845215], [7599, 1.4366602897644043], [8079, 1.440720558166504], [8267, 1.44277024269104], [8264, 1.4445003271102905], [7912, 1.4478298425674438], [8803, 1.4490747451782227], [7632, 1.4515671730041504], [9620, 1.453911542892456], [7155, 1.4542114734649658]]",7610
video9919,a man walks towards a woman and the woman breaks a bottle to defend her belongings,"[[7116, 1.3466275930404663]]","[[7116, 1.3466275930404663], [8899, 1.3500874042510986], [8831, 1.3580394983291626], [7212, 1.40204656124115], [7837, 1.402597427368164]]","[[7116, 1.3466275930404663], [8899, 1.3500874042510986], [8831, 1.3580394983291626], [7212, 1.40204656124115], [7837, 1.402597427368164], [8022, 1.403266429901123], [8416, 1.4040743112564087], [8507, 1.4066333770751953], [8657, 1.4085015058517456], [8825, 1.4095053672790527]]","[[7116, 1.3466275930404663], [8899, 1.3500874042510986], [8831, 1.3580394983291626], [7212, 1.40204656124115], [7837, 1.402597427368164], [8022, 1.403266429901123], [8416, 1.4040743112564087], [8507, 1.4066333770751953], [8657, 1.4085015058517456], [8825, 1.4095053672790527], [8945, 1.410312294960022], [7822, 1.411421537399292], [9359, 1.4160077571868896], [8664, 1.4163964986801147], [8044, 1.4170695543289185]]",9919
video7021,a golf player is trying to hit the ball into the pit,"[[7771, 1.3148136138916016]]","[[7771, 1.3148136138916016], [7021, 1.4089388847351074], [8125, 1.4340282678604126], [7699, 1.449831247329712], [8049, 1.4503422975540161]]","[[7771, 1.3148136138916016], [7021, 1.4089388847351074], [8125, 1.4340282678604126], [7699, 1.449831247329712], [8049, 1.4503422975540161], [7788, 1.451645016670227], [8816, 1.4560141563415527], [7357, 1.4574912786483765], [9832, 1.4600048065185547], [8665, 1.46107017993927]]","[[7771, 1.3148136138916016], [7021, 1.4089388847351074], [8125, 1.4340282678604126], [7699, 1.449831247329712], [8049, 1.4503422975540161], [7788, 1.451645016670227], [8816, 1.4560141563415527], [7357, 1.4574912786483765], [9832, 1.4600048065185547], [8665, 1.46107017993927], [7168, 1.4613409042358398], [7787, 1.4636856317520142], [7207, 1.4645843505859375], [7155, 1.4653483629226685], [7112, 1.4662280082702637]]",7021
video9802,a woman dances in the background while a guy doesn t move,"[[8831, 1.36537766456604]]","[[8831, 1.36537766456604], [8899, 1.3722093105316162], [8416, 1.3728748559951782], [9957, 1.377443790435791], [8807, 1.3781850337982178]]","[[8831, 1.36537766456604], [8899, 1.3722093105316162], [8416, 1.3728748559951782], [9957, 1.377443790435791], [8807, 1.3781850337982178], [7593, 1.3798810243606567], [9513, 1.3826799392700195], [8333, 1.3863635063171387], [8507, 1.386899709701538], [7112, 1.3915842771530151]]","[[8831, 1.36537766456604], [8899, 1.3722093105316162], [8416, 1.3728748559951782], [9957, 1.377443790435791], [8807, 1.3781850337982178], [7593, 1.3798810243606567], [9513, 1.3826799392700195], [8333, 1.3863635063171387], [8507, 1.386899709701538], [7112, 1.3915842771530151], [9802, 1.3933523893356323], [7116, 1.3941419124603271], [8075, 1.3969719409942627], [9405, 1.400665283203125], [7200, 1.4009312391281128]]",9802
video7212,a man and a woman are walking a dog on a beach,"[[9359, 1.3869764804840088]]","[[9359, 1.3869764804840088], [7212, 1.4392608404159546], [8895, 1.4434525966644287], [9577, 1.4532841444015503], [7681, 1.462812066078186]]","[[9359, 1.3869764804840088], [7212, 1.4392608404159546], [8895, 1.4434525966644287], [9577, 1.4532841444015503], [7681, 1.462812066078186], [7155, 1.4732478857040405], [9253, 1.48537278175354], [7589, 1.485432505607605], [9832, 1.4912149906158447], [7025, 1.4919826984405518]]","[[9359, 1.3869764804840088], [7212, 1.4392608404159546], [8895, 1.4434525966644287], [9577, 1.4532841444015503], [7681, 1.462812066078186], [7155, 1.4732478857040405], [9253, 1.48537278175354], [7589, 1.485432505607605], [9832, 1.4912149906158447], [7025, 1.4919826984405518], [9574, 1.499230980873108], [9232, 1.5073387622833252], [9451, 1.5101138353347778], [9338, 1.510480284690857], [9755, 1.5171678066253662]]",7212
video8829,there is a guy talking to his father,"[[7110, 1.4124236106872559]]","[[7110, 1.4124236106872559], [7211, 1.421241283416748], [8945, 1.4223527908325195], [8831, 1.436298131942749], [7593, 1.437997817993164]]","[[7110, 1.4124236106872559], [7211, 1.421241283416748], [8945, 1.4223527908325195], [8831, 1.436298131942749], [7593, 1.437997817993164], [9517, 1.4380778074264526], [7969, 1.4391653537750244], [8815, 1.4402577877044678], [8801, 1.4406564235687256], [7354, 1.441781759262085]]","[[7110, 1.4124236106872559], [7211, 1.421241283416748], [8945, 1.4223527908325195], [8831, 1.436298131942749], [7593, 1.437997817993164], [9517, 1.4380778074264526], [7969, 1.4391653537750244], [8815, 1.4402577877044678], [8801, 1.4406564235687256], [7354, 1.441781759262085], [9871, 1.4458796977996826], [8243, 1.4458848237991333], [7837, 1.446427345275879], [9404, 1.4468547105789185], [8811, 1.4469189643859863]]",8829
video8687,fast moving time is shown here,"[[8909, 1.4122499227523804]]","[[8909, 1.4122499227523804], [8681, 1.4189213514328003], [8817, 1.4198246002197266], [8243, 1.42534601688385], [9511, 1.4262641668319702]]","[[8909, 1.4122499227523804], [8681, 1.4189213514328003], [8817, 1.4198246002197266], [8243, 1.42534601688385], [9511, 1.4262641668319702], [9259, 1.4269914627075195], [8819, 1.428597092628479], [8934, 1.4290789365768433], [9305, 1.4299869537353516], [8687, 1.4308273792266846]]","[[8909, 1.4122499227523804], [8681, 1.4189213514328003], [8817, 1.4198246002197266], [8243, 1.42534601688385], [9511, 1.4262641668319702], [9259, 1.4269914627075195], [8819, 1.428597092628479], [8934, 1.4290789365768433], [9305, 1.4299869537353516], [8687, 1.4308273792266846], [8867, 1.432815432548523], [8973, 1.4339996576309204], [9021, 1.4348571300506592], [8622, 1.4350132942199707], [7418, 1.4356822967529297]]",8687
video8010,lego stormtroppers are in a facility,"[[8010, 1.3937469720840454]]","[[8010, 1.3937469720840454], [9221, 1.4355547428131104], [7363, 1.4696927070617676], [8869, 1.4779109954833984], [9609, 1.478137731552124]]","[[8010, 1.3937469720840454], [9221, 1.4355547428131104], [7363, 1.4696927070617676], [8869, 1.4779109954833984], [9609, 1.478137731552124], [8787, 1.479823112487793], [8626, 1.4798351526260376], [7552, 1.4944484233856201], [9530, 1.4983805418014526], [8473, 1.5049203634262085]]","[[8010, 1.3937469720840454], [9221, 1.4355547428131104], [7363, 1.4696927070617676], [8869, 1.4779109954833984], [9609, 1.478137731552124], [8787, 1.479823112487793], [8626, 1.4798351526260376], [7552, 1.4944484233856201], [9530, 1.4983805418014526], [8473, 1.5049203634262085], [8909, 1.5063488483428955], [7688, 1.5075063705444336], [9324, 1.5094608068466187], [7732, 1.509490966796875], [8663, 1.5134142637252808]]",8010
video7415,a woman is showing shrimp and bunch of different other ingredients in order to cook a dish,"[[7360, 1.2919878959655762]]","[[7360, 1.2919878959655762], [8489, 1.3044332265853882], [9309, 1.3344825506210327], [7415, 1.3368425369262695], [9693, 1.3417391777038574]]","[[7360, 1.2919878959655762], [8489, 1.3044332265853882], [9309, 1.3344825506210327], [7415, 1.3368425369262695], [9693, 1.3417391777038574], [9409, 1.3597705364227295], [8772, 1.360663890838623], [8444, 1.365502119064331], [8686, 1.3769927024841309], [9335, 1.3878717422485352]]","[[7360, 1.2919878959655762], [8489, 1.3044332265853882], [9309, 1.3344825506210327], [7415, 1.3368425369262695], [9693, 1.3417391777038574], [9409, 1.3597705364227295], [8772, 1.360663890838623], [8444, 1.365502119064331], [8686, 1.3769927024841309], [9335, 1.3878717422485352], [8835, 1.3909804821014404], [9639, 1.3919681310653687], [9687, 1.3923189640045166], [7213, 1.3958532810211182], [8300, 1.3966798782348633]]",7415
video8252,bride standing with a old man in formal wear,"[[8252, 1.3865936994552612]]","[[8252, 1.3865936994552612], [7568, 1.4499359130859375], [7137, 1.5087738037109375], [9834, 1.5117512941360474], [9690, 1.5126278400421143]]","[[8252, 1.3865936994552612], [7568, 1.4499359130859375], [7137, 1.5087738037109375], [9834, 1.5117512941360474], [9690, 1.5126278400421143], [7116, 1.5185893774032593], [8241, 1.5285122394561768], [8118, 1.5336108207702637], [7974, 1.5360925197601318], [7365, 1.536760687828064]]","[[8252, 1.3865936994552612], [7568, 1.4499359130859375], [7137, 1.5087738037109375], [9834, 1.5117512941360474], [9690, 1.5126278400421143], [7116, 1.5185893774032593], [8241, 1.5285122394561768], [8118, 1.5336108207702637], [7974, 1.5360925197601318], [7365, 1.536760687828064], [8786, 1.5377408266067505], [8014, 1.5400428771972656], [8441, 1.5475209951400757], [8336, 1.550044298171997], [8342, 1.5528552532196045]]",8252
