rel_video_id,query,top1,top5,top10,top15,ground_truth
video8622,a man has tried to solve a rubik s cube,"[[8622, 1.441317081451416]]","[[8622, 1.441317081451416], [7693, 1.447277545928955], [7064, 1.5139954090118408], [8626, 1.5334632396697998], [7363, 1.5363999605178833]]","[[8622, 1.441317081451416], [7693, 1.447277545928955], [7064, 1.5139954090118408], [8626, 1.5334632396697998], [7363, 1.5363999605178833], [9770, 1.5568045377731323], [8301, 1.5698741674423218], [9302, 1.5703939199447632], [9549, 1.578182578086853], [7418, 1.5818965435028076]]","[[8622, 1.441317081451416], [7693, 1.447277545928955], [7064, 1.5139954090118408], [8626, 1.5334632396697998], [7363, 1.5363999605178833], [9770, 1.5568045377731323], [8301, 1.5698741674423218], [9302, 1.5703939199447632], [9549, 1.578182578086853], [7418, 1.5818965435028076], [9520, 1.5820757150650024], [8808, 1.5842688083648682], [8121, 1.5853219032287598], [7034, 1.5889313220977783], [7593, 1.5903077125549316]]",8622
video7685,couples describing the logic behind movie scenes,"[[8821, 1.4768186807632446]]","[[8821, 1.4768186807632446], [7546, 1.4846956729888916], [8811, 1.4934428930282593], [7577, 1.4964598417282104], [8075, 1.4986062049865723]]","[[8821, 1.4768186807632446], [7546, 1.4846956729888916], [8811, 1.4934428930282593], [7577, 1.4964598417282104], [8075, 1.4986062049865723], [7685, 1.5007109642028809], [8826, 1.5038118362426758], [9885, 1.508754014968872], [7964, 1.5191820859909058], [8254, 1.5198864936828613]]","[[8821, 1.4768186807632446], [7546, 1.4846956729888916], [8811, 1.4934428930282593], [7577, 1.4964598417282104], [8075, 1.4986062049865723], [7685, 1.5007109642028809], [8826, 1.5038118362426758], [9885, 1.508754014968872], [7964, 1.5191820859909058], [8254, 1.5198864936828613], [8653, 1.5224107503890991], [7418, 1.5270938873291016], [9023, 1.5298911333084106], [7162, 1.53026282787323], [8068, 1.530949354171753]]",7685
video7236,person walking around building,"[[7632, 1.422645092010498]]","[[7632, 1.422645092010498], [8426, 1.4752132892608643], [9307, 1.4793604612350464], [8741, 1.4873876571655273], [9334, 1.4887923002243042]]","[[7632, 1.422645092010498], [8426, 1.4752132892608643], [9307, 1.4793604612350464], [8741, 1.4873876571655273], [9334, 1.4887923002243042], [8902, 1.4906187057495117], [9244, 1.4908896684646606], [9795, 1.493766188621521], [8663, 1.4968197345733643], [7780, 1.497257947921753]]","[[7632, 1.422645092010498], [8426, 1.4752132892608643], [9307, 1.4793604612350464], [8741, 1.4873876571655273], [9334, 1.4887923002243042], [8902, 1.4906187057495117], [9244, 1.4908896684646606], [9795, 1.493766188621521], [8663, 1.4968197345733643], [7780, 1.497257947921753], [8129, 1.5019938945770264], [8572, 1.511667251586914], [9871, 1.5155718326568604], [7368, 1.5199368000030518], [8578, 1.5203745365142822]]",7236
video9131,two people wear and touch their masks made to resemble a camera cube with centered black lens one of which is covered in colorful flowers,"[[7571, 1.5004308223724365]]","[[7571, 1.5004308223724365], [7137, 1.5091986656188965], [7822, 1.5118881464004517], [8306, 1.5299335718154907], [9131, 1.5306053161621094]]","[[7571, 1.5004308223724365], [7137, 1.5091986656188965], [7822, 1.5118881464004517], [8306, 1.5299335718154907], [9131, 1.5306053161621094], [8328, 1.5439186096191406], [9688, 1.5467019081115723], [8671, 1.5504035949707031], [8061, 1.5509147644042969], [7686, 1.5606002807617188]]","[[7571, 1.5004308223724365], [7137, 1.5091986656188965], [7822, 1.5118881464004517], [8306, 1.5299335718154907], [9131, 1.5306053161621094], [8328, 1.5439186096191406], [9688, 1.5467019081115723], [8671, 1.5504035949707031], [8061, 1.5509147644042969], [7686, 1.5606002807617188], [9744, 1.5625319480895996], [8626, 1.563043236732483], [7116, 1.5665225982666016], [7698, 1.5670102834701538], [9235, 1.5680644512176514]]",9131
video9306,a cartoon with violence,"[[9035, 1.454872488975525]]","[[9035, 1.454872488975525], [9400, 1.4604579210281372], [9306, 1.4757230281829834], [9247, 1.484154224395752], [7178, 1.4877495765686035]]","[[9035, 1.454872488975525], [9400, 1.4604579210281372], [9306, 1.4757230281829834], [9247, 1.484154224395752], [7178, 1.4877495765686035], [8245, 1.4896714687347412], [8486, 1.4984384775161743], [9030, 1.5050936937332153], [9524, 1.5053982734680176], [8839, 1.508059024810791]]","[[9035, 1.454872488975525], [9400, 1.4604579210281372], [9306, 1.4757230281829834], [9247, 1.484154224395752], [7178, 1.4877495765686035], [8245, 1.4896714687347412], [8486, 1.4984384775161743], [9030, 1.5050936937332153], [9524, 1.5053982734680176], [8839, 1.508059024810791], [9814, 1.5083372592926025], [7741, 1.5088895559310913], [7747, 1.5099155902862549], [9790, 1.5129135847091675], [7222, 1.5134456157684326]]",9306
video9744,this is a live tv show,"[[8482, 1.4564616680145264]]","[[8482, 1.4564616680145264], [9037, 1.4694697856903076], [7754, 1.4759798049926758], [8930, 1.4788450002670288], [9352, 1.4830498695373535]]","[[8482, 1.4564616680145264], [9037, 1.4694697856903076], [7754, 1.4759798049926758], [8930, 1.4788450002670288], [9352, 1.4830498695373535], [8494, 1.4850932359695435], [7362, 1.487862467765808], [8464, 1.4910380840301514], [8932, 1.494114875793457], [7731, 1.4960370063781738]]","[[8482, 1.4564616680145264], [9037, 1.4694697856903076], [7754, 1.4759798049926758], [8930, 1.4788450002670288], [9352, 1.4830498695373535], [8494, 1.4850932359695435], [7362, 1.487862467765808], [8464, 1.4910380840301514], [8932, 1.494114875793457], [7731, 1.4960370063781738], [7158, 1.4966304302215576], [8822, 1.4984201192855835], [9351, 1.4992097616195679], [7349, 1.5006604194641113], [7119, 1.501189947128296]]",9744
video7220,threee kids sing together on the voice,"[[9303, 1.4625229835510254]]","[[9303, 1.4625229835510254], [9202, 1.5012139081954956], [7791, 1.5017048120498657], [8447, 1.5064103603363037], [9879, 1.5076494216918945]]","[[9303, 1.4625229835510254], [9202, 1.5012139081954956], [7791, 1.5017048120498657], [8447, 1.5064103603363037], [9879, 1.5076494216918945], [7756, 1.5114219188690186], [7220, 1.52080500125885], [8810, 1.534196138381958], [9304, 1.5419247150421143], [8818, 1.5447726249694824]]","[[9303, 1.4625229835510254], [9202, 1.5012139081954956], [7791, 1.5017048120498657], [8447, 1.5064103603363037], [9879, 1.5076494216918945], [7756, 1.5114219188690186], [7220, 1.52080500125885], [8810, 1.534196138381958], [9304, 1.5419247150421143], [8818, 1.5447726249694824], [9222, 1.5584228038787842], [7733, 1.5603128671646118], [8265, 1.563050627708435], [7970, 1.566141128540039], [8814, 1.574997901916504]]",7220
video9806,person is driving his black car fast on the street,"[[8263, 1.4572904109954834]]","[[8263, 1.4572904109954834], [8934, 1.4697434902191162], [7965, 1.4754828214645386], [8497, 1.4914077520370483], [7616, 1.4961769580841064]]","[[8263, 1.4572904109954834], [8934, 1.4697434902191162], [7965, 1.4754828214645386], [8497, 1.4914077520370483], [7616, 1.4961769580841064], [9806, 1.5011625289916992], [8657, 1.5154153108596802], [9325, 1.522007942199707], [7597, 1.5337027311325073], [9535, 1.534960389137268]]","[[8263, 1.4572904109954834], [8934, 1.4697434902191162], [7965, 1.4754828214645386], [8497, 1.4914077520370483], [7616, 1.4961769580841064], [9806, 1.5011625289916992], [8657, 1.5154153108596802], [9325, 1.522007942199707], [7597, 1.5337027311325073], [9535, 1.534960389137268], [9358, 1.5405490398406982], [7236, 1.543805718421936], [8973, 1.548340082168579], [9691, 1.5488643646240234], [8089, 1.5493535995483398]]",9806
video8791,a woman is demonstrating a nail painting technique,"[[8791, 1.3185099363327026]]","[[8791, 1.3185099363327026], [9220, 1.4257361888885498], [7173, 1.4744722843170166], [7909, 1.475024700164795], [9025, 1.5164425373077393]]","[[8791, 1.3185099363327026], [9220, 1.4257361888885498], [7173, 1.4744722843170166], [7909, 1.475024700164795], [9025, 1.5164425373077393], [8712, 1.5205721855163574], [7020, 1.5347423553466797], [8261, 1.536188006401062], [8488, 1.5498549938201904], [8620, 1.5528366565704346]]","[[8791, 1.3185099363327026], [9220, 1.4257361888885498], [7173, 1.4744722843170166], [7909, 1.475024700164795], [9025, 1.5164425373077393], [8712, 1.5205721855163574], [7020, 1.5347423553466797], [8261, 1.536188006401062], [8488, 1.5498549938201904], [8620, 1.5528366565704346], [7571, 1.5569336414337158], [8915, 1.5609893798828125], [7372, 1.5636669397354126], [9822, 1.564220905303955], [8679, 1.5687453746795654]]",8791
video9686,a woman in lots of pain,"[[9686, 1.44794499874115]]","[[9686, 1.44794499874115], [9237, 1.4597680568695068], [7149, 1.4818609952926636], [8790, 1.4819822311401367], [8240, 1.484030842781067]]","[[9686, 1.44794499874115], [9237, 1.4597680568695068], [7149, 1.4818609952926636], [8790, 1.4819822311401367], [8240, 1.484030842781067], [8012, 1.4876278638839722], [9322, 1.4925726652145386], [9623, 1.4967509508132935], [9824, 1.4980394840240479], [7163, 1.5021007061004639]]","[[9686, 1.44794499874115], [9237, 1.4597680568695068], [7149, 1.4818609952926636], [8790, 1.4819822311401367], [8240, 1.484030842781067], [8012, 1.4876278638839722], [9322, 1.4925726652145386], [9623, 1.4967509508132935], [9824, 1.4980394840240479], [7163, 1.5021007061004639], [9816, 1.5061256885528564], [8340, 1.5065635442733765], [9032, 1.50748610496521], [7782, 1.5168817043304443], [9780, 1.5202947854995728]]",9686
video7619,cartoons are talking to each otehr,"[[8794, 1.4683170318603516]]","[[8794, 1.4683170318603516], [7741, 1.4693337678909302], [9814, 1.4725853204727173], [8110, 1.4728381633758545], [9403, 1.4736872911453247]]","[[8794, 1.4683170318603516], [7741, 1.4693337678909302], [9814, 1.4725853204727173], [8110, 1.4728381633758545], [9403, 1.4736872911453247], [7747, 1.4745287895202637], [8781, 1.4819189310073853], [9838, 1.4834846258163452], [7912, 1.4889039993286133], [8911, 1.4926798343658447]]","[[8794, 1.4683170318603516], [7741, 1.4693337678909302], [9814, 1.4725853204727173], [8110, 1.4728381633758545], [9403, 1.4736872911453247], [7747, 1.4745287895202637], [8781, 1.4819189310073853], [9838, 1.4834846258163452], [7912, 1.4889039993286133], [8911, 1.4926798343658447], [9524, 1.494863510131836], [7111, 1.495762825012207], [9777, 1.4957876205444336], [7835, 1.496903419494629], [7222, 1.4969446659088135]]",7619
video9028,news of marijuana business having trouble growing,"[[9028, 1.3090685606002808]]","[[9028, 1.3090685606002808], [7834, 1.4733424186706543], [7890, 1.485298991203308], [8822, 1.4938983917236328], [8175, 1.5140416622161865]]","[[9028, 1.3090685606002808], [7834, 1.4733424186706543], [7890, 1.485298991203308], [8822, 1.4938983917236328], [8175, 1.5140416622161865], [9406, 1.5256327390670776], [7119, 1.535260796546936], [7833, 1.541327714920044], [7060, 1.5455420017242432], [9607, 1.5476672649383545]]","[[9028, 1.3090685606002808], [7834, 1.4733424186706543], [7890, 1.485298991203308], [8822, 1.4938983917236328], [8175, 1.5140416622161865], [9406, 1.5256327390670776], [7119, 1.535260796546936], [7833, 1.541327714920044], [7060, 1.5455420017242432], [9607, 1.5476672649383545], [7546, 1.5584416389465332], [7231, 1.5585966110229492], [9578, 1.5629180669784546], [9418, 1.5641331672668457], [8491, 1.5699936151504517]]",9028
video7837,a person walks down a staircase surrounded by greenery and other foliage,"[[7837, 1.4579083919525146]]","[[7837, 1.4579083919525146], [7822, 1.5139046907424927], [7146, 1.5262938737869263], [7594, 1.5441598892211914], [8071, 1.544685959815979]]","[[7837, 1.4579083919525146], [7822, 1.5139046907424927], [7146, 1.5262938737869263], [7594, 1.5441598892211914], [8071, 1.544685959815979], [8426, 1.5450146198272705], [7174, 1.5460551977157593], [8073, 1.5536160469055176], [8307, 1.5604982376098633], [8335, 1.5642565488815308]]","[[7837, 1.4579083919525146], [7822, 1.5139046907424927], [7146, 1.5262938737869263], [7594, 1.5441598892211914], [8071, 1.544685959815979], [8426, 1.5450146198272705], [7174, 1.5460551977157593], [8073, 1.5536160469055176], [8307, 1.5604982376098633], [8335, 1.5642565488815308], [7467, 1.5650181770324707], [8741, 1.577968716621399], [7368, 1.580926537513733], [8920, 1.5815070867538452], [9246, 1.58428955078125]]",7837
video7364,a busy city street in far east is seen with people holding baskets on heads,"[[9131, 1.4053648710250854]]","[[9131, 1.4053648710250854], [9337, 1.5122406482696533], [8831, 1.5230684280395508], [8741, 1.5332727432250977], [7028, 1.5405833721160889]]","[[9131, 1.4053648710250854], [9337, 1.5122406482696533], [8831, 1.5230684280395508], [8741, 1.5332727432250977], [7028, 1.5405833721160889], [7116, 1.543668270111084], [8241, 1.5516690015792847], [8118, 1.5552330017089844], [8306, 1.5625807046890259], [9038, 1.5705881118774414]]","[[9131, 1.4053648710250854], [9337, 1.5122406482696533], [8831, 1.5230684280395508], [8741, 1.5332727432250977], [7028, 1.5405833721160889], [7116, 1.543668270111084], [8241, 1.5516690015792847], [8118, 1.5552330017089844], [8306, 1.5625807046890259], [9038, 1.5705881118774414], [8851, 1.5717554092407227], [8129, 1.576514482498169], [7822, 1.5774688720703125], [7364, 1.5785133838653564], [9682, 1.5788214206695557]]",7364
video9839,an animated horse is in a barn and the maker asks for comments,"[[9839, 1.333061695098877]]","[[9839, 1.333061695098877], [8327, 1.3673484325408936], [9577, 1.465571641921997], [7024, 1.508782148361206], [9200, 1.5158967971801758]]","[[9839, 1.333061695098877], [8327, 1.3673484325408936], [9577, 1.465571641921997], [7024, 1.508782148361206], [9200, 1.5158967971801758], [9580, 1.5321340560913086], [9334, 1.5356593132019043], [9776, 1.5399529933929443], [7353, 1.5489723682403564], [9031, 1.5525453090667725]]","[[9839, 1.333061695098877], [8327, 1.3673484325408936], [9577, 1.465571641921997], [7024, 1.508782148361206], [9200, 1.5158967971801758], [9580, 1.5321340560913086], [9334, 1.5356593132019043], [9776, 1.5399529933929443], [7353, 1.5489723682403564], [9031, 1.5525453090667725], [8799, 1.5551745891571045], [7232, 1.5678472518920898], [9820, 1.5684483051300049], [7798, 1.569361686706543], [8334, 1.5693809986114502]]",9839
video7366,someone giving demo for some game and talking about that,"[[9355, 1.4733483791351318]]","[[9355, 1.4733483791351318], [9200, 1.4752891063690186], [9795, 1.4788014888763428], [7366, 1.4812042713165283], [9773, 1.4817392826080322]]","[[9355, 1.4733483791351318], [9200, 1.4752891063690186], [9795, 1.4788014888763428], [7366, 1.4812042713165283], [9773, 1.4817392826080322], [8578, 1.4833260774612427], [8313, 1.4844691753387451], [8468, 1.4848902225494385], [7143, 1.4872416257858276], [8860, 1.4886665344238281]]","[[9355, 1.4733483791351318], [9200, 1.4752891063690186], [9795, 1.4788014888763428], [7366, 1.4812042713165283], [9773, 1.4817392826080322], [8578, 1.4833260774612427], [8313, 1.4844691753387451], [8468, 1.4848902225494385], [7143, 1.4872416257858276], [8860, 1.4886665344238281], [9031, 1.4910202026367188], [8929, 1.491369366645813], [7798, 1.4926971197128296], [8787, 1.4929676055908203], [8070, 1.4932138919830322]]",7366
video7372,someone is showing some drink,"[[8067, 1.405346393585205]]","[[8067, 1.405346393585205], [8343, 1.4462051391601562], [7726, 1.4805999994277954], [9699, 1.5026726722717285], [7785, 1.5142394304275513]]","[[8067, 1.405346393585205], [8343, 1.4462051391601562], [7726, 1.4805999994277954], [9699, 1.5026726722717285], [7785, 1.5142394304275513], [7909, 1.5143386125564575], [8471, 1.516275405883789], [8672, 1.520498275756836], [8774, 1.5251249074935913], [9206, 1.5273648500442505]]","[[8067, 1.405346393585205], [8343, 1.4462051391601562], [7726, 1.4805999994277954], [9699, 1.5026726722717285], [7785, 1.5142394304275513], [7909, 1.5143386125564575], [8471, 1.516275405883789], [8672, 1.520498275756836], [8774, 1.5251249074935913], [9206, 1.5273648500442505], [8656, 1.530604600906372], [9256, 1.5312669277191162], [7578, 1.5321102142333984], [9229, 1.536331295967102], [8807, 1.537981629371643]]",7372
video7826,a girl is preparing potato ball and explains the recipe,"[[7973, 1.4356082677841187]]","[[7973, 1.4356082677841187], [9684, 1.4613600969314575], [9731, 1.4658877849578857], [7695, 1.4871541261672974], [9227, 1.4915375709533691]]","[[7973, 1.4356082677841187], [9684, 1.4613600969314575], [9731, 1.4658877849578857], [7695, 1.4871541261672974], [9227, 1.4915375709533691], [7140, 1.4942348003387451], [9798, 1.516601800918579], [7826, 1.5231242179870605], [9836, 1.5234378576278687], [9694, 1.5246851444244385]]","[[7973, 1.4356082677841187], [9684, 1.4613600969314575], [9731, 1.4658877849578857], [7695, 1.4871541261672974], [9227, 1.4915375709533691], [7140, 1.4942348003387451], [9798, 1.516601800918579], [7826, 1.5231242179870605], [9836, 1.5234378576278687], [9694, 1.5246851444244385], [9735, 1.5292824506759644], [8656, 1.5308568477630615], [8483, 1.531709909439087], [7376, 1.5450494289398193], [8056, 1.5712003707885742]]",7826
