rel_video_id,query,top1,top5,top10,ground_truth
video8121,there was a resistor in the back,"[[7910, 1.429487705230713]]","[[7910, 1.429487705230713], [8924, 1.442197561264038], [8246, 1.4531779289245605], [8121, 1.4609789848327637], [7369, 1.4895302057266235]]","[[7910, 1.429487705230713], [8924, 1.442197561264038], [8246, 1.4531779289245605], [8121, 1.4609789848327637], [7369, 1.4895302057266235], [8804, 1.4914153814315796], [9530, 1.4981224536895752], [8902, 1.5056188106536865], [7900, 1.5059163570404053], [7820, 1.5059418678283691]]",8121
video7432,a person on the computer looking at data,"[[7432, 1.416628360748291]]","[[7432, 1.416628360748291], [8328, 1.4720741510391235], [7347, 1.4752752780914307], [7166, 1.4757741689682007], [8921, 1.4885914325714111]]","[[7432, 1.416628360748291], [8328, 1.4720741510391235], [7347, 1.4752752780914307], [7166, 1.4757741689682007], [8921, 1.4885914325714111], [9549, 1.4990742206573486], [9821, 1.5116075277328491], [8909, 1.5144319534301758], [7900, 1.5162320137023926], [8311, 1.5192828178405762]]",7432
video8932,a man is giving an interview in a tv show,"[[8917, 1.4363036155700684]]","[[8917, 1.4363036155700684], [7349, 1.4377692937850952], [8120, 1.4443359375], [8932, 1.446624517440796], [7753, 1.453396201133728]]","[[8917, 1.4363036155700684], [7349, 1.4377692937850952], [8120, 1.4443359375], [8932, 1.446624517440796], [7753, 1.453396201133728], [8905, 1.457582712173462], [7794, 1.4653940200805664], [9350, 1.4669078588485718], [9885, 1.467771291732788], [7215, 1.4722713232040405]]",8932
video8073,a pop singer singing while she standing on a step the video is shown double,"[[8073, 1.383591651916504]]","[[8073, 1.383591651916504], [8678, 1.438866376876831], [9827, 1.4633044004440308], [7411, 1.4798014163970947], [7917, 1.4882811307907104]]","[[8073, 1.383591651916504], [8678, 1.438866376876831], [9827, 1.4633044004440308], [7411, 1.4798014163970947], [7917, 1.4882811307907104], [9472, 1.501279354095459], [8305, 1.5122283697128296], [8481, 1.5152897834777832], [9033, 1.5169239044189453], [7171, 1.5179600715637207]]",8073
video9831,a group of people are swimming in a boat a monkey is walking on the tree,"[[9831, 1.452191948890686]]","[[9831, 1.452191948890686], [7681, 1.4775464534759521], [9342, 1.4904234409332275], [8025, 1.4909071922302246], [8079, 1.5034000873565674]]","[[9831, 1.452191948890686], [7681, 1.4775464534759521], [9342, 1.4904234409332275], [8025, 1.4909071922302246], [8079, 1.5034000873565674], [8949, 1.5045859813690186], [8307, 1.5302850008010864], [7218, 1.5340039730072021], [8118, 1.539547324180603], [9576, 1.540086030960083]]",9831
video7548,people are stoppped by military in the street,"[[9131, 1.4940364360809326]]","[[9131, 1.4940364360809326], [8416, 1.5022590160369873], [9235, 1.5204334259033203], [7827, 1.5260789394378662], [8805, 1.526377558708191]]","[[9131, 1.4940364360809326], [8416, 1.5022590160369873], [9235, 1.5204334259033203], [7827, 1.5260789394378662], [8805, 1.526377558708191], [9323, 1.52813720703125], [8122, 1.5284228324890137], [8061, 1.5317490100860596], [7822, 1.5324680805206299], [8851, 1.5337252616882324]]",7548
video7578,people are on stage talking,"[[9352, 1.4673386812210083]]","[[9352, 1.4673386812210083], [9683, 1.478926658630371], [8932, 1.4885334968566895], [8917, 1.493971586227417], [7794, 1.502220869064331]]","[[9352, 1.4673386812210083], [9683, 1.478926658630371], [8932, 1.4885334968566895], [8917, 1.493971586227417], [7794, 1.502220869064331], [8930, 1.503474235534668], [8821, 1.5039706230163574], [8919, 1.5055994987487793], [8830, 1.507100224494934], [7349, 1.5097047090530396]]",7578
video8446,spongebob is talking to patrick while holding a butterfly net,"[[9808, 1.4286890029907227]]","[[9808, 1.4286890029907227], [7111, 1.4382920265197754], [8839, 1.4417921304702759], [8446, 1.4474332332611084], [8916, 1.447487235069275]]","[[9808, 1.4286890029907227], [7111, 1.4382920265197754], [8839, 1.4417921304702759], [8446, 1.4474332332611084], [8916, 1.447487235069275], [7061, 1.4628888368606567], [7029, 1.4782826900482178], [9790, 1.4874259233474731], [7835, 1.490283489227295], [9814, 1.4931740760803223]]",8446
video8927,a news story about hillary clinton,"[[8927, 1.3691060543060303]]","[[8927, 1.3691060543060303], [8464, 1.5365583896636963], [8329, 1.5614125728607178], [7754, 1.5623502731323242], [7568, 1.5715956687927246]]","[[8927, 1.3691060543060303], [8464, 1.5365583896636963], [8329, 1.5614125728607178], [7754, 1.5623502731323242], [7568, 1.5715956687927246], [8650, 1.5725703239440918], [7790, 1.575082540512085], [9829, 1.5778467655181885], [8811, 1.5834765434265137], [7231, 1.5840256214141846]]",8927
video9510,pokemon video game play,"[[9510, 1.3899122476577759]]","[[9510, 1.3899122476577759], [7203, 1.4706885814666748], [7374, 1.4896209239959717], [7157, 1.4915201663970947], [8459, 1.5060805082321167]]","[[9510, 1.3899122476577759], [7203, 1.4706885814666748], [7374, 1.4896209239959717], [7157, 1.4915201663970947], [8459, 1.5060805082321167], [7143, 1.5100558996200562], [9838, 1.5101487636566162], [8116, 1.5175042152404785], [7798, 1.5282164812088013], [9224, 1.529369831085205]]",9510
video9801,selena gomez clips of her videos and her dancing with a man in a tux while she wears pink,"[[9801, 1.4478552341461182]]","[[9801, 1.4478552341461182], [9513, 1.5006369352340698], [7411, 1.5368152856826782], [9815, 1.5451815128326416], [8073, 1.5501790046691895]]","[[9801, 1.4478552341461182], [9513, 1.5006369352340698], [7411, 1.5368152856826782], [9815, 1.5451815128326416], [8073, 1.5501790046691895], [8453, 1.5679761171340942], [7162, 1.5746047496795654], [9329, 1.5768098831176758], [8442, 1.5882337093353271], [8807, 1.5895723104476929]]",9801
video9774,a rocket is lauching into a blue sky smoke is emerging from the base of the rocket,"[[9774, 1.383701205253601]]","[[9774, 1.383701205253601], [9620, 1.5335077047348022], [9680, 1.533879041671753], [7562, 1.536332607269287], [9807, 1.5434322357177734]]","[[9774, 1.383701205253601], [9620, 1.5335077047348022], [9680, 1.533879041671753], [7562, 1.536332607269287], [9807, 1.5434322357177734], [9779, 1.547919511795044], [7431, 1.5567518472671509], [7206, 1.5577361583709717], [8071, 1.563692569732666], [9354, 1.564617395401001]]",9774
video7232,the sky roads game on the computer,"[[9336, 1.4177584648132324]]","[[9336, 1.4177584648132324], [7464, 1.445591926574707], [9014, 1.4765732288360596], [7445, 1.4789068698883057], [9232, 1.4795327186584473]]","[[9336, 1.4177584648132324], [7464, 1.445591926574707], [9014, 1.4765732288360596], [7445, 1.4789068698883057], [9232, 1.4795327186584473], [9773, 1.4846796989440918], [7219, 1.4853993654251099], [7552, 1.4892802238464355], [7919, 1.4927003383636475], [9332, 1.4946820735931396]]",7232
video9542,sports vine clips of football,"[[9542, 1.4308111667633057]]","[[9542, 1.4308111667633057], [9605, 1.4557428359985352], [9647, 1.469635009765625], [7839, 1.4825139045715332], [7787, 1.4859281778335571]]","[[9542, 1.4308111667633057], [9605, 1.4557428359985352], [9647, 1.469635009765625], [7839, 1.4825139045715332], [7787, 1.4859281778335571], [7358, 1.4910496473312378], [8913, 1.4964163303375244], [9817, 1.5007867813110352], [7789, 1.5159637928009033], [8979, 1.5438261032104492]]",9542
video9687,a man chopping lobster and taking off the shell,"[[9687, 1.4155783653259277]]","[[9687, 1.4155783653259277], [9309, 1.473323106765747], [9342, 1.5336021184921265], [8325, 1.543583869934082], [7147, 1.5507850646972656]]","[[9687, 1.4155783653259277], [9309, 1.473323106765747], [9342, 1.5336021184921265], [8325, 1.543583869934082], [7147, 1.5507850646972656], [7799, 1.5522764921188354], [9333, 1.5568023920059204], [8025, 1.5670173168182373], [9578, 1.5688965320587158], [8489, 1.5718759298324585]]",9687
video8245,a warrior is fighting a battle,"[[9306, 1.4451837539672852]]","[[9306, 1.4451837539672852], [8680, 1.4653596878051758], [9208, 1.4801411628723145], [8907, 1.4930996894836426], [7164, 1.493922472000122]]","[[9306, 1.4451837539672852], [8680, 1.4653596878051758], [9208, 1.4801411628723145], [8907, 1.4930996894836426], [7164, 1.493922472000122], [9247, 1.4961285591125488], [8266, 1.5006444454193115], [8122, 1.5060408115386963], [9772, 1.5067625045776367], [8245, 1.5119352340698242]]",8245
video7890,person is talking about the big growth in the cities,"[[7890, 1.2403753995895386]]","[[7890, 1.2403753995895386], [8477, 1.3900485038757324], [7834, 1.4420806169509888], [9406, 1.4944134950637817], [9821, 1.4945664405822754]]","[[7890, 1.2403753995895386], [8477, 1.3900485038757324], [7834, 1.4420806169509888], [9406, 1.4944134950637817], [9821, 1.4945664405822754], [8830, 1.513751745223999], [9246, 1.523127794265747], [7947, 1.5250029563903809], [8022, 1.5256714820861816], [8269, 1.527094841003418]]",7890
video9339,com long sheeps are in the big mountains,"[[9581, 1.4668447971343994]]","[[9581, 1.4668447971343994], [8312, 1.4731167554855347], [8118, 1.4930107593536377], [7914, 1.5102003812789917], [9339, 1.5332043170928955]]","[[9581, 1.4668447971343994], [8312, 1.4731167554855347], [8118, 1.4930107593536377], [7914, 1.5102003812789917], [9339, 1.5332043170928955], [8242, 1.5408046245574951], [8493, 1.5452533960342407], [9772, 1.5458621978759766], [9246, 1.5476794242858887], [8071, 1.5505727529525757]]",9339
video8904,a women is in an make up room telling about here itenary time wise,"[[9207, 1.4119147062301636]]","[[9207, 1.4119147062301636], [9818, 1.4229989051818848], [8904, 1.4470219612121582], [7571, 1.4579823017120361], [9822, 1.4606516361236572]]","[[9207, 1.4119147062301636], [9818, 1.4229989051818848], [8904, 1.4470219612121582], [7571, 1.4579823017120361], [9822, 1.4606516361236572], [7348, 1.467795968055725], [8488, 1.4774045944213867], [9688, 1.4840658903121948], [9698, 1.4922481775283813], [8423, 1.504718542098999]]",8904
video8314,a woman dances around for a music video,"[[7411, 1.4289824962615967]]","[[7411, 1.4289824962615967], [9815, 1.460085391998291], [7917, 1.477409839630127], [9827, 1.482344388961792], [8073, 1.4912550449371338]]","[[7411, 1.4289824962615967], [9815, 1.460085391998291], [7917, 1.477409839630127], [9827, 1.482344388961792], [8073, 1.4912550449371338], [8305, 1.4955488443374634], [8392, 1.5057673454284668], [8807, 1.505911111831665], [9513, 1.5075703859329224], [9782, 1.5110857486724854]]",8314
video8827,cartoon girl is talking,"[[7179, 1.4044723510742188]]","[[7179, 1.4044723510742188], [7222, 1.4490046501159668], [7365, 1.458268642425537], [7831, 1.4826560020446777], [9777, 1.4879673719406128]]","[[7179, 1.4044723510742188], [7222, 1.4490046501159668], [7365, 1.458268642425537], [7831, 1.4826560020446777], [9777, 1.4879673719406128], [8268, 1.496955394744873], [8827, 1.4971165657043457], [8794, 1.5057077407836914], [9776, 1.5106416940689087], [8781, 1.5121378898620605]]",8827
video7730,different women in colorful clothing are walking down a runway for a fashion show,"[[7730, 1.373328447341919]]","[[7730, 1.373328447341919], [7669, 1.3856565952301025], [8914, 1.4045205116271973], [7783, 1.4172718524932861], [9308, 1.424207091331482]]","[[7730, 1.373328447341919], [7669, 1.3856565952301025], [8914, 1.4045205116271973], [7783, 1.4172718524932861], [9308, 1.424207091331482], [9348, 1.4387180805206299], [9277, 1.4470192193984985], [8923, 1.4555799961090088], [8342, 1.4783391952514648], [7141, 1.4831879138946533]]",7730
video8337,people act in a comedy program,"[[8930, 1.460810899734497]]","[[8930, 1.460810899734497], [9352, 1.473419189453125], [8337, 1.4841009378433228], [9023, 1.4843096733093262], [9683, 1.4984976053237915]]","[[8930, 1.460810899734497], [9352, 1.473419189453125], [8337, 1.4841009378433228], [9023, 1.4843096733093262], [9683, 1.4984976053237915], [8919, 1.5042355060577393], [8932, 1.5125055313110352], [9744, 1.514577031135559], [7362, 1.518369197845459], [7175, 1.5187253952026367]]",8337
video9254,band playing music and people dancing,"[[7960, 1.4451062679290771]]","[[7960, 1.4451062679290771], [7596, 1.4768195152282715], [8466, 1.477996826171875], [7725, 1.4795540571212769], [7411, 1.4811627864837646]]","[[7960, 1.4451062679290771], [7596, 1.4768195152282715], [8466, 1.477996826171875], [7725, 1.4795540571212769], [7411, 1.4811627864837646], [8978, 1.485065221786499], [9243, 1.5046465396881104], [7772, 1.5073834657669067], [7135, 1.5087430477142334], [7205, 1.5108212232589722]]",9254
video7787,various sports clips with music are shown,"[[7358, 1.4119329452514648]]","[[7358, 1.4119329452514648], [7839, 1.4238144159317017], [8013, 1.4285532236099243], [8979, 1.4293816089630127], [9018, 1.4326131343841553]]","[[7358, 1.4119329452514648], [7839, 1.4238144159317017], [8013, 1.4285532236099243], [8979, 1.4293816089630127], [9018, 1.4326131343841553], [9029, 1.432765007019043], [9817, 1.4329208135604858], [7787, 1.4389365911483765], [8253, 1.4400094747543335], [8913, 1.440138339996338]]",7787
video7782,a girl talking to her dead mom,"[[9816, 1.3859851360321045]]","[[9816, 1.3859851360321045], [9780, 1.419655203819275], [9237, 1.4452025890350342], [8832, 1.451134443283081], [7583, 1.4518777132034302]]","[[9816, 1.3859851360321045], [9780, 1.419655203819275], [9237, 1.4452025890350342], [8832, 1.451134443283081], [7583, 1.4518777132034302], [9322, 1.468979001045227], [7782, 1.4811503887176514], [7118, 1.4852136373519897], [9012, 1.4872610569000244], [9686, 1.4890859127044678]]",7782
video9357,a woman laughs until she chokes,"[[9686, 1.4619033336639404]]","[[9686, 1.4619033336639404], [9241, 1.467341661453247], [8304, 1.4674696922302246], [9793, 1.4693846702575684], [9603, 1.4853705167770386]]","[[9686, 1.4619033336639404], [9241, 1.467341661453247], [8304, 1.4674696922302246], [9793, 1.4693846702575684], [9603, 1.4853705167770386], [8476, 1.485490083694458], [8790, 1.486526608467102], [8074, 1.4869718551635742], [8605, 1.487131953239441], [9357, 1.498424768447876]]",9357
video8974,a pretty young girl talks to a man with a mustache,"[[8974, 1.4286651611328125]]","[[8974, 1.4286651611328125], [8304, 1.4629263877868652], [7162, 1.4669992923736572], [7570, 1.4810553789138794], [9023, 1.4919133186340332]]","[[8974, 1.4286651611328125], [8304, 1.4629263877868652], [7162, 1.4669992923736572], [7570, 1.4810553789138794], [9023, 1.4919133186340332], [8573, 1.497335433959961], [8879, 1.5016584396362305], [7583, 1.5146815776824951], [8653, 1.5352548360824585], [9011, 1.5361475944519043]]",8974
video7763,people are playing basketball,"[[8668, 1.4529509544372559]]","[[8668, 1.4529509544372559], [8253, 1.4578135013580322], [9013, 1.4621481895446777], [7112, 1.4645378589630127], [7763, 1.4649443626403809]]","[[8668, 1.4529509544372559], [8253, 1.4578135013580322], [9013, 1.4621481895446777], [7112, 1.4645378589630127], [7763, 1.4649443626403809], [7710, 1.4681792259216309], [8124, 1.4825224876403809], [9019, 1.4857348203659058], [9018, 1.4956200122833252], [8652, 1.4995689392089844]]",7763
video7780,a man giving information about the mormon game,"[[7478, 1.4789838790893555]]","[[7478, 1.4789838790893555], [8817, 1.480475902557373], [9021, 1.4925696849822998], [8346, 1.499245285987854], [9117, 1.5034151077270508]]","[[7478, 1.4789838790893555], [8817, 1.480475902557373], [9021, 1.4925696849822998], [8346, 1.499245285987854], [9117, 1.5034151077270508], [8652, 1.5043948888778687], [8830, 1.510239839553833], [8308, 1.513758659362793], [8072, 1.5147467851638794], [7833, 1.5206375122070312]]",7780
video8938,a man is dodging bombs,"[[7207, 1.4595270156860352]]","[[7207, 1.4595270156860352], [8689, 1.4639497995376587], [7374, 1.4714878797531128], [8010, 1.485945701599121], [8116, 1.5082594156265259]]","[[7207, 1.4595270156860352], [8689, 1.4639497995376587], [7374, 1.4714878797531128], [8010, 1.485945701599121], [8116, 1.5082594156265259], [8256, 1.509830117225647], [9224, 1.5106210708618164], [8459, 1.5138652324676514], [9306, 1.5139234066009521], [7919, 1.5141633749008179]]",8938
video8022,the intro to world news focus on africa plays and we are greeted by the bbc reporter based in johannesburg south africa,"[[8022, 1.3711488246917725]]","[[8022, 1.3711488246917725], [8311, 1.453092098236084], [7145, 1.4616365432739258], [8333, 1.4681898355484009], [9228, 1.5044982433319092]]","[[8022, 1.3711488246917725], [8311, 1.453092098236084], [7145, 1.4616365432739258], [8333, 1.4681898355484009], [9228, 1.5044982433319092], [7613, 1.5182337760925293], [8906, 1.522868037223816], [7790, 1.5413250923156738], [8243, 1.5413621664047241], [7967, 1.543766975402832]]",8022
video9878,some peole are sitting in hall,"[[7149, 1.4791902303695679]]","[[7149, 1.4791902303695679], [8441, 1.481616735458374], [7444, 1.4854415655136108], [9908, 1.495811939239502], [8336, 1.4974534511566162]]","[[7149, 1.4791902303695679], [8441, 1.481616735458374], [7444, 1.4854415655136108], [9908, 1.495811939239502], [8336, 1.4974534511566162], [7832, 1.4979125261306763], [7345, 1.5001232624053955], [7153, 1.5011403560638428], [8472, 1.5023949146270752], [7843, 1.5066630840301514]]",9878
