video_id,sentence
video8218,a sun shining on a dark screen with gold words that say baraka
video7760,a birds eye view of a beautiful city
video8974,on a basketball court a nervous girl is speaking foreign to a guy who just looks at her
video8640,a baboon with a red face and white fur in the water
video9577,a small girl is sitting on a horse and then gets to the ground
video9594,a woman putting on a tanning cap before her tanning session
video8475,tropic thunder movie trailer
video9833,a man with a red tie speaks with tom hanks who wears a red plaid shirt and holds several prescription bottles
video9342,people are floating in the ocean while a boat circles them
video8134,many people are enjoying a boat ride in sea
video9088,a man in the ocean with a surfboard disappears from view
video7223,a red clock hands are moved to set it to read 9:00
video8750,a man in white t-shirt is saying something to a women here
video7778,there is a black racing car moving on the road
video9260,on a chinese street a man is talking about the money then they begin to travel the city
video8388,a man in a brown tee shirt discusses special effects that cause it to look like a man s chest is bleeding
video7460,there is a man talking with fun inside a studio
video8186,a husky puppy yawns and a rottweiler puppy tries to learn how to perform the command
video8210,vladimir putin speaks from behind a white podium between two flags
video8353,a salesmen showing a 2006 rand rover lr3 52000 miles for $22994 at miracle motor martys
video7868,a red sports car speeds around the curves of a track
video7728,a blonde woman lying in a chair smokes a cigarette and dials an old fashioned telephone
video9660,a matter is being typed on paper using a typewriter by someone
video9980,a music video filmed in black and white features a blond woman on a telephone lip synching
video7158,two mans wearing blazers and tie talking about some important things in the news channel
video7731,there is group discussion among three people  on a channel 
video9874,in the tennis ground the tennis players play the tennis very energitic
video7845,someone is cutting a green leafy vegetable and draining white kidney beans
video7694,a woman doing  a cooking instructional video for soup
video9538,a sirector describes about his favourite movie to someone
video7410,vladimir putin talks about russia s policy in fighting terrorism while a man translates
video8464,the cnn republican debate wolf blitzer is giving the rules to the candidates
video8667,there are some details about duplicate a wood
video8288,its a blue car  moving on a road
video8180,inside a pet s cage which has been filled with various toys such as a miniature ladder made of sticks an indigo tubing piece
video7757,there is a man attacking someone inside the building
video9837,a boy is playing a first person shooter game and showing us how to evaid the ememy
video8356,head shot in call of duty
video7735,a pair of men attempt to climb up a steep snowy mountain
video9785,people run on the beach by blue lounge chairs and mario brothers music plays as they jump over children
video8821,two men and a woman are sitting with all of their legs crossed
video8802,a women with black top showing her hand to others sitting on the dinning chair
video8264,a track runner is preparing to run a race
video7477,in the kitchen someone making a dish with ingredients
video8577,a couple sitting on a couch talking with a lady in spectacle sitting in front on a chair
video9903,the cat jump on the dining table and spill all the food items
video8495,there is a shelf with full of groceriess in the kitchen
video9504,there are some women dancing on the floor with music
video7110,a group of many men inspect and test a brand new yellow car
video8352,in the kitchen a man making a perfect dish
video8424,a screen with a lot of modern technology being displayed
video9565,the man marinate the raw ingredients and prepare it for cooking
video7730,the modern girls wearing modern dresses and made the ramp walk on the stage
video9188,there is a suit man is talking to a friend
video9949,some one driving a car with full speed and suddenly sparkle comes from the engine
video7947,a short hair brunette woman is talking to a man in a blue suit during an interview
video9556,there is a woman introducing some products in the kitchen
video7469,a video of a young man in a white shirt inviting his colleagues to join him
video9354,there men stand in a field and watch a tractor trailer burn
video8420,a container driver closed the vision mirror because of any damage
video7312,a female athlete in a pink tee shirt runs down a track and makes a long jump into a sand pit
