video_id,sentence,ground_truth,top1,top5,top10,top10_raw_res
2242,a child playing with her pet turtles,2242,"[[2576, 1.4391655921936035]]","[[2576, 1.4391655921936035], [7594, 1.4562313556671143], [7070, 1.4587081670761108], [8634, 1.488314151763916], [2718, 1.4923858642578125]]","[[2576, 1.4391655921936035], [7594, 1.4562313556671143], [7070, 1.4587081670761108], [8634, 1.488314151763916], [2718, 1.4923858642578125], [1934, 1.494246482849121], [2242, 1.4949166774749756], [940, 1.4955401420593262], [6022, 1.5036835670471191], [7350, 1.5041518211364746]]","[[2576, 1.4391655921936035], [7594, 1.4562313556671143], [7070, 1.4587081670761108], [8634, 1.488314151763916], [2718, 1.4923858642578125], [1934, 1.494246482849121], [2242, 1.4949166774749756], [940, 1.4955401420593262], [6022, 1.5036835670471191], [7350, 1.5041518211364746]]"
5883,a child jumps into the swimming pool,5883,"[[5883, 1.3692528009414673]]","[[5883, 1.3692528009414673], [5087, 1.3775275945663452], [4805, 1.433668613433838], [2742, 1.4466345310211182], [5561, 1.451228380203247]]","[[5883, 1.3692528009414673], [5087, 1.3775275945663452], [4805, 1.433668613433838], [2742, 1.4466345310211182], [5561, 1.451228380203247], [4176, 1.4637285470962524], [4540, 1.468867301940918], [2923, 1.4715375900268555], [4239, 1.4730182886123657], [8961, 1.4736824035644531]]","[[5883, 1.3692528009414673], [5087, 1.3775275945663452], [4805, 1.433668613433838], [2742, 1.4466345310211182], [5561, 1.451228380203247], [4176, 1.4637285470962524], [4540, 1.468867301940918], [2923, 1.4715375900268555], [4239, 1.4730182886123657], [8961, 1.4736824035644531]]"
3019,a child is waving her hand,3019,"[[3019, 1.4158638715744019]]","[[3019, 1.4158638715744019], [771, 1.4646878242492676], [3900, 1.47019624710083], [7134, 1.471661925315857], [135, 1.4785081148147583]]","[[3019, 1.4158638715744019], [771, 1.4646878242492676], [3900, 1.47019624710083], [7134, 1.471661925315857], [135, 1.4785081148147583], [5720, 1.4846055507659912], [3384, 1.4851027727127075], [2624, 1.4861197471618652], [8630, 1.4871430397033691], [330, 1.492136001586914]]","[[3019, 1.4158638715744019], [771, 1.4646878242492676], [3900, 1.47019624710083], [7134, 1.471661925315857], [135, 1.4785081148147583], [5720, 1.4846055507659912], [3384, 1.4851027727127075], [2624, 1.4861197471618652], [8630, 1.4871430397033691], [330, 1.492136001586914]]"
369,a child is using a tablet in a library,369,"[[1461, 1.4168606996536255]]","[[1461, 1.4168606996536255], [4234, 1.4293465614318848], [4502, 1.4294047355651855], [6218, 1.4611084461212158], [369, 1.4676780700683594]]","[[1461, 1.4168606996536255], [4234, 1.4293465614318848], [4502, 1.4294047355651855], [6218, 1.4611084461212158], [369, 1.4676780700683594], [1500, 1.4783507585525513], [2411, 1.4866876602172852], [8838, 1.4876594543457031], [2631, 1.4889416694641113], [4386, 1.4926342964172363]]","[[1461, 1.4168606996536255], [4234, 1.4293465614318848], [4502, 1.4294047355651855], [6218, 1.4611084461212158], [369, 1.4676780700683594], [1500, 1.4783507585525513], [2411, 1.4866876602172852], [8838, 1.4876594543457031], [2631, 1.4889416694641113], [4386, 1.4926342964172363]]"
771,a child is talking on camera,771,"[[9084, 1.4095087051391602]]","[[9084, 1.4095087051391602], [9632, 1.4217071533203125], [7086, 1.4289062023162842], [771, 1.4358237981796265], [7479, 1.4372718334197998]]","[[9084, 1.4095087051391602], [9632, 1.4217071533203125], [7086, 1.4289062023162842], [771, 1.4358237981796265], [7479, 1.4372718334197998], [8383, 1.441612958908081], [1840, 1.4432079792022705], [8399, 1.4482402801513672], [2223, 1.4487879276275635], [6032, 1.454500675201416]]","[[9084, 1.4095087051391602], [9632, 1.4217071533203125], [7086, 1.4289062023162842], [771, 1.4358237981796265], [7479, 1.4372718334197998], [8383, 1.441612958908081], [1840, 1.4432079792022705], [8399, 1.4482402801513672], [2223, 1.4487879276275635], [6032, 1.454500675201416]]"
6055,a child jumps on the trampoline,6055,"[[3563, 1.3553805351257324]]","[[3563, 1.3553805351257324], [9276, 1.3623237609863281], [4204, 1.3706670999526978], [6532, 1.3716785907745361], [6055, 1.376510500907898]]","[[3563, 1.3553805351257324], [9276, 1.3623237609863281], [4204, 1.3706670999526978], [6532, 1.3716785907745361], [6055, 1.376510500907898], [8961, 1.379280686378479], [4748, 1.3843324184417725], [2742, 1.391303539276123], [7004, 1.3967500925064087], [1272, 1.4008095264434814]]","[[3563, 1.3553805351257324], [9276, 1.3623237609863281], [4204, 1.3706670999526978], [6532, 1.3716785907745361], [6055, 1.376510500907898], [8961, 1.379280686378479], [4748, 1.3843324184417725], [2742, 1.391303539276123], [7004, 1.3967500925064087], [1272, 1.4008095264434814]]"
1323,a clip from a promotional video,1323,"[[9607, 1.449609637260437]]","[[9607, 1.449609637260437], [2057, 1.4652304649353027], [284, 1.4703634977340698], [1770, 1.4708797931671143], [1746, 1.4761015176773071]]","[[9607, 1.449609637260437], [2057, 1.4652304649353027], [284, 1.4703634977340698], [1770, 1.4708797931671143], [1746, 1.4761015176773071], [4242, 1.477351188659668], [6111, 1.4774892330169678], [3994, 1.482606053352356], [2209, 1.4837827682495117], [5502, 1.4840853214263916]]","[[9607, 1.449609637260437], [2057, 1.4652304649353027], [284, 1.4703634977340698], [1770, 1.4708797931671143], [1746, 1.4761015176773071], [4242, 1.477351188659668], [6111, 1.4774892330169678], [3994, 1.482606053352356], [2209, 1.4837827682495117], [5502, 1.4840853214263916]]"
1965,a cartoon image of a talking sponge talking to his pet snail,1965,"[[7111, 1.384902000427246]]","[[7111, 1.384902000427246], [2533, 1.420939564704895], [2867, 1.4243190288543701], [9790, 1.4357037544250488], [7029, 1.4422261714935303]]","[[7111, 1.384902000427246], [2533, 1.420939564704895], [2867, 1.4243190288543701], [9790, 1.4357037544250488], [7029, 1.4422261714935303], [1641, 1.4547078609466553], [5077, 1.4584205150604248], [4758, 1.4588836431503296], [6877, 1.4599130153656006], [7325, 1.4622715711593628]]","[[7111, 1.384902000427246], [2533, 1.420939564704895], [2867, 1.4243190288543701], [9790, 1.4357037544250488], [7029, 1.4422261714935303], [1641, 1.4547078609466553], [5077, 1.4584205150604248], [4758, 1.4588836431503296], [6877, 1.4599130153656006], [7325, 1.4622715711593628]]"
5162,a car drives in space and solar reflectors emerge,5162,"[[4276, 1.429761290550232]]","[[4276, 1.429761290550232], [8030, 1.433149814605713], [5785, 1.4438138008117676], [5162, 1.4454139471054077], [5890, 1.4478251934051514]]","[[4276, 1.429761290550232], [8030, 1.433149814605713], [5785, 1.4438138008117676], [5162, 1.4454139471054077], [5890, 1.4478251934051514], [8621, 1.4566500186920166], [3810, 1.4653937816619873], [5112, 1.473923683166504], [8644, 1.475278377532959], [8232, 1.4769319295883179]]","[[4276, 1.429761290550232], [8030, 1.433149814605713], [5785, 1.4438138008117676], [5162, 1.4454139471054077], [5890, 1.4478251934051514], [8621, 1.4566500186920166], [3810, 1.4653937816619873], [5112, 1.473923683166504], [8644, 1.475278377532959], [8232, 1.4769319295883179]]"
2709,a car drives down the road,2709,"[[7662, 1.4469012022018433]]","[[7662, 1.4469012022018433], [1011, 1.4497098922729492], [5150, 1.4509506225585938], [2315, 1.45112943649292], [9535, 1.4533567428588867]]","[[7662, 1.4469012022018433], [1011, 1.4497098922729492], [5150, 1.4509506225585938], [2315, 1.45112943649292], [9535, 1.4533567428588867], [6186, 1.4560785293579102], [1146, 1.4596967697143555], [2651, 1.4629383087158203], [2228, 1.4673163890838623], [4307, 1.4692389965057373]]","[[7662, 1.4469012022018433], [1011, 1.4497098922729492], [5150, 1.4509506225585938], [2315, 1.45112943649292], [9535, 1.4533567428588867], [6186, 1.4560785293579102], [1146, 1.4596967697143555], [2651, 1.4629383087158203], [2228, 1.4673163890838623], [4307, 1.4692389965057373]]"
5006,a car drives down the road,5006,"[[7662, 1.4469012022018433]]","[[7662, 1.4469012022018433], [1011, 1.4497098922729492], [5150, 1.4509506225585938], [2315, 1.45112943649292], [9535, 1.4533567428588867]]","[[7662, 1.4469012022018433], [1011, 1.4497098922729492], [5150, 1.4509506225585938], [2315, 1.45112943649292], [9535, 1.4533567428588867], [6186, 1.4560785293579102], [1146, 1.4596967697143555], [2651, 1.4629383087158203], [2228, 1.4673163890838623], [4307, 1.4692389965057373]]","[[7662, 1.4469012022018433], [1011, 1.4497098922729492], [5150, 1.4509506225585938], [2315, 1.45112943649292], [9535, 1.4533567428588867], [6186, 1.4560785293579102], [1146, 1.4596967697143555], [2651, 1.4629383087158203], [2228, 1.4673163890838623], [4307, 1.4692389965057373]]"
3866,a car drives down the road,3866,"[[7662, 1.4469012022018433]]","[[7662, 1.4469012022018433], [1011, 1.4497098922729492], [5150, 1.4509506225585938], [2315, 1.45112943649292], [9535, 1.4533567428588867]]","[[7662, 1.4469012022018433], [1011, 1.4497098922729492], [5150, 1.4509506225585938], [2315, 1.45112943649292], [9535, 1.4533567428588867], [6186, 1.4560785293579102], [1146, 1.4596967697143555], [2651, 1.4629383087158203], [2228, 1.4673163890838623], [4307, 1.4692389965057373]]","[[7662, 1.4469012022018433], [1011, 1.4497098922729492], [5150, 1.4509506225585938], [2315, 1.45112943649292], [9535, 1.4533567428588867], [6186, 1.4560785293579102], [1146, 1.4596967697143555], [2651, 1.4629383087158203], [2228, 1.4673163890838623], [4307, 1.4692389965057373]]"
2635,a car drives down a snowy road,2635,"[[4364, 1.4309502840042114]]","[[4364, 1.4309502840042114], [4843, 1.447847843170166], [8105, 1.4556703567504883], [541, 1.4766879081726074], [345, 1.4850242137908936]]","[[4364, 1.4309502840042114], [4843, 1.447847843170166], [8105, 1.4556703567504883], [541, 1.4766879081726074], [345, 1.4850242137908936], [3054, 1.4910783767700195], [6594, 1.4924489259719849], [5853, 1.4974398612976074], [4073, 1.5023736953735352], [5797, 1.506362795829773]]","[[4364, 1.4309502840042114], [4843, 1.447847843170166], [8105, 1.4556703567504883], [541, 1.4766879081726074], [345, 1.4850242137908936], [3054, 1.4910783767700195], [6594, 1.4924489259719849], [5853, 1.4974398612976074], [4073, 1.5023736953735352], [5797, 1.506362795829773]]"
4968,a car drives down a road,4968,"[[7662, 1.4478189945220947]]","[[7662, 1.4478189945220947], [5150, 1.4507931470870972], [1011, 1.4537434577941895], [2315, 1.4549508094787598], [9535, 1.455978274345398]]","[[7662, 1.4478189945220947], [5150, 1.4507931470870972], [1011, 1.4537434577941895], [2315, 1.4549508094787598], [9535, 1.455978274345398], [6186, 1.4563593864440918], [1146, 1.459301471710205], [2651, 1.4646878242492676], [4307, 1.4649231433868408], [7981, 1.4681488275527954]]","[[7662, 1.4478189945220947], [5150, 1.4507931470870972], [1011, 1.4537434577941895], [2315, 1.4549508094787598], [9535, 1.455978274345398], [6186, 1.4563593864440918], [1146, 1.459301471710205], [2651, 1.4646878242492676], [4307, 1.4649231433868408], [7981, 1.4681488275527954]]"
4550,a car drives around the grass on a sunny day in this animation,4550,"[[4550, 1.3697807788848877]]","[[4550, 1.3697807788848877], [6612, 1.3998363018035889], [6395, 1.4076151847839355], [9826, 1.415083408355713], [5112, 1.452243447303772]]","[[4550, 1.3697807788848877], [6612, 1.3998363018035889], [6395, 1.4076151847839355], [9826, 1.415083408355713], [5112, 1.452243447303772], [5162, 1.4537663459777832], [1492, 1.4542739391326904], [1801, 1.459861159324646], [7912, 1.461378574371338], [9312, 1.4634203910827637]]","[[4550, 1.3697807788848877], [6612, 1.3998363018035889], [6395, 1.4076151847839355], [9826, 1.415083408355713], [5112, 1.452243447303772], [5162, 1.4537663459777832], [1492, 1.4542739391326904], [1801, 1.459861159324646], [7912, 1.461378574371338], [9312, 1.4634203910827637]]"
3480,a car drives along a track,3480,"[[9328, 1.4120090007781982]]","[[9328, 1.4120090007781982], [8871, 1.4162049293518066], [4475, 1.4252612590789795], [2697, 1.4373699426651], [3480, 1.4428330659866333]]","[[9328, 1.4120090007781982], [8871, 1.4162049293518066], [4475, 1.4252612590789795], [2697, 1.4373699426651], [3480, 1.4428330659866333], [939, 1.444267988204956], [6822, 1.4465004205703735], [6186, 1.4503655433654785], [601, 1.4504783153533936], [5940, 1.452297568321228]]","[[9328, 1.4120090007781982], [8871, 1.4162049293518066], [4475, 1.4252612590789795], [2697, 1.4373699426651], [3480, 1.4428330659866333], [939, 1.444267988204956], [6822, 1.4465004205703735], [6186, 1.4503655433654785], [601, 1.4504783153533936], [5940, 1.452297568321228]]"
2932,a car drifting in a game,2932,"[[1236, 1.4364879131317139]]","[[1236, 1.4364879131317139], [2932, 1.442222237586975], [6375, 1.442257046699524], [9480, 1.4444737434387207], [7506, 1.4453237056732178]]","[[1236, 1.4364879131317139], [2932, 1.442222237586975], [6375, 1.442257046699524], [9480, 1.4444737434387207], [7506, 1.4453237056732178], [6530, 1.4461970329284668], [5618, 1.4471969604492188], [1191, 1.4479215145111084], [2276, 1.4517626762390137], [2119, 1.4519758224487305]]","[[1236, 1.4364879131317139], [2932, 1.442222237586975], [6375, 1.442257046699524], [9480, 1.4444737434387207], [7506, 1.4453237056732178], [6530, 1.4461970329284668], [5618, 1.4471969604492188], [1191, 1.4479215145111084], [2276, 1.4517626762390137], [2119, 1.4519758224487305]]"
1714,a car door is open and the inside of a car viewed,1714,"[[5051, 1.4283313751220703]]","[[5051, 1.4283313751220703], [9666, 1.433347225189209], [458, 1.4376693964004517], [9514, 1.4380316734313965], [6448, 1.4441556930541992]]","[[5051, 1.4283313751220703], [9666, 1.433347225189209], [458, 1.4376693964004517], [9514, 1.4380316734313965], [6448, 1.4441556930541992], [7404, 1.4468815326690674], [4581, 1.447181224822998], [4646, 1.4523690938949585], [5866, 1.4527472257614136], [4457, 1.4534183740615845]]","[[5051, 1.4283313751220703], [9666, 1.433347225189209], [458, 1.4376693964004517], [9514, 1.4380316734313965], [6448, 1.4441556930541992], [7404, 1.4468815326690674], [4581, 1.447181224822998], [4646, 1.4523690938949585], [5866, 1.4527472257614136], [4457, 1.4534183740615845]]"
3101,a car doing stunts and jumping over a helicopter,3101,"[[3101, 1.38412344455719]]","[[3101, 1.38412344455719], [8882, 1.4827080965042114], [3748, 1.4978234767913818], [601, 1.4984996318817139], [9312, 1.500814437866211]]","[[3101, 1.38412344455719], [8882, 1.4827080965042114], [3748, 1.4978234767913818], [601, 1.4984996318817139], [9312, 1.500814437866211], [4282, 1.5047286748886108], [6773, 1.507789969444275], [2827, 1.5119951963424683], [9800, 1.5146864652633667], [8431, 1.5171315670013428]]","[[3101, 1.38412344455719], [8882, 1.4827080965042114], [3748, 1.4978234767913818], [601, 1.4984996318817139], [9312, 1.500814437866211], [4282, 1.5047286748886108], [6773, 1.507789969444275], [2827, 1.5119951963424683], [9800, 1.5146864652633667], [8431, 1.5171315670013428]]"
2438,a car drives through a tree-lined road,2438,"[[6283, 1.4179388284683228]]","[[6283, 1.4179388284683228], [2315, 1.425959587097168], [6186, 1.427870512008667], [5026, 1.4440021514892578], [9806, 1.4456994533538818]]","[[6283, 1.4179388284683228], [2315, 1.425959587097168], [6186, 1.427870512008667], [5026, 1.4440021514892578], [9806, 1.4456994533538818], [2205, 1.4482390880584717], [6654, 1.4502580165863037], [4307, 1.4535048007965088], [5150, 1.4561312198638916], [9535, 1.457442283630371]]","[[6283, 1.4179388284683228], [2315, 1.425959587097168], [6186, 1.427870512008667], [5026, 1.4440021514892578], [9806, 1.4456994533538818], [2205, 1.4482390880584717], [6654, 1.4502580165863037], [4307, 1.4535048007965088], [5150, 1.4561312198638916], [9535, 1.457442283630371]]"
2765,a car drives through different barriers,2765,"[[4868, 1.4546356201171875]]","[[4868, 1.4546356201171875], [8973, 1.4561717510223389], [3189, 1.468494176864624], [629, 1.4732487201690674], [4552, 1.4760351181030273]]","[[4868, 1.4546356201171875], [8973, 1.4561717510223389], [3189, 1.468494176864624], [629, 1.4732487201690674], [4552, 1.4760351181030273], [4550, 1.4771279096603394], [5487, 1.479909896850586], [9214, 1.480776309967041], [6931, 1.4818403720855713], [939, 1.483181357383728]]","[[4868, 1.4546356201171875], [8973, 1.4561717510223389], [3189, 1.468494176864624], [629, 1.4732487201690674], [4552, 1.4760351181030273], [4550, 1.4771279096603394], [5487, 1.479909896850586], [9214, 1.480776309967041], [6931, 1.4818403720855713], [939, 1.483181357383728]]"
4378,a car driving over a speed bump,4378,"[[9214, 1.4544062614440918]]","[[9214, 1.4544062614440918], [2315, 1.4553840160369873], [5150, 1.4650946855545044], [6186, 1.4655089378356934], [7662, 1.4683257341384888]]","[[9214, 1.4544062614440918], [2315, 1.4553840160369873], [5150, 1.4650946855545044], [6186, 1.4655089378356934], [7662, 1.4683257341384888], [9328, 1.4684693813323975], [9706, 1.4720885753631592], [9535, 1.4734524488449097], [9989, 1.4739235639572144], [7965, 1.474111557006836]]","[[9214, 1.4544062614440918], [2315, 1.4553840160369873], [5150, 1.4650946855545044], [6186, 1.4655089378356934], [7662, 1.4683257341384888], [9328, 1.4684693813323975], [9706, 1.4720885753631592], [9535, 1.4734524488449097], [9989, 1.4739235639572144], [7965, 1.474111557006836]]"
